pub_date,headline,abstract,keywords,lead_paragraph,date_parsed
2024-12-20 17:55:18+00:00,"{'main': 'Why Britain Has So Many White Christmases (Technically)', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Bing Crosby dreamed of it and Charles Dickens romanticized it, but the truth about a white Christmas in Britain may surprise you.","[{'name': 'subject', 'value': 'Christmas', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Weather', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Snow and Snowstorms', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cold and Cold Spells', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Dickens, Charles', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Met Office (United Kingdom)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 7, 'major': 'N'}]","It’s the fantasy festive image: snow on Christmas Day. Immortalized on countless holiday cards, inspired in the collective consciousness by Charles Dickens’s depictions of snow blanketing the cobbled, crowded streets of London in “A Christmas Carol.”",2024-12-20T17:55:18Z
2024-12-31 10:00:47+00:00,"{'main': 'The Hipster Grifter Tells All', 'kicker': 'nonfiction', 'content_kicker': None, 'print_headline': 'The Hipster Grifter Tells All', 'name': None, 'seo': None, 'sub': None}","In “You’ll Never Believe Me,” Kari Ferrell details going from internet notoriety to self-knowledge in a captivating, sharp and very funny memoir.","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Millennial Generation', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Gawker.com', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Observer', 'rank': 8, 'major': 'N'}]","In 2009, The New York Observer published “The Hipster Grifter,” an article identifying a small-time scammer prowling the Brooklyn scene, extracting cash from unsuspecting men. Her name was Kari Ferrell, and she was 22 and immensely charming. She left a flurry of notes in her wake, cocktail napkins etched with sexually explicit jokes, sometimes signed “Korean Abdul-Jabbar.” It worked as long as her marks didn’t Google her name and find that she was wanted for felony fraud in Utah.",2024-12-31T10:00:47Z
2024-12-12 11:00:02+00:00,"{'main': 'Wordle Review No. 1,273', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Scroll down for hints and conversation about the puzzle for Friday, Dec. 13, 2024.","[{'name': 'subject', 'value': 'Wordle (Puzzle)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Crossword Puzzles', 'rank': 2, 'major': 'N'}]","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",2024-12-12T11:00:02Z
2024-12-08 17:39:29+00:00,"{'main': 'Fact-Checking Trump on ‘Meet the Press’: Tariffs, Immigration and More', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Interview, Trump Veers Far Afield From Truth', 'name': None, 'seo': None, 'sub': None}",The president-elect repeated several false and inaccurate claims on a range of topics that were staples of his 2024 campaign.,"[{'name': 'persons', 'value': 'Trump, Donald J', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Transition (US)', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Meet the Press (TV Program)', 'rank': 3, 'major': 'N'}]","President-elect Donald J. Trump, in his first sit-down broadcast interview since his re-election last month, repeated several false and inaccurate claims on a range of topics that were staples of his 2024 campaign.",2024-12-08T17:39:29Z
2024-12-23 10:00:38+00:00,"{'main': '8 Best Reality TV Moments of 2024', 'kicker': None, 'content_kicker': None, 'print_headline': 'TV’s Most Memorably Real Moments of 2024', 'name': None, 'seo': None, 'sub': None}","“Vanderpump Rules” revamped, “Love Island USA” broke out and “Love Is Blind” contestants made headway with labor complaints.","[{'name': 'subject', 'value': 'Two Thousand Twenty Four', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reality Television', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Bravo', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'ABC Inc', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Labor Relations Board', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'MTV Networks', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Amendola, Danny (1985- )', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'DeSorbo, Paige', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Cohen, Andy (1968- )', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Madix, Ariana (1985- )', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Oz, Mehmet C', 'rank': 12, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Is Blind (TV Program)', 'rank': 13, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Bachelorette (TV Program)', 'rank': 14, 'major': 'N'}, {'name': 'creative_works', 'value': 'Summer House (TV Program)', 'rank': 15, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Golden Bachelorette (TV Program)', 'rank': 16, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Real Housewives of Atlanta (TV Program)', 'rank': 17, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Real Housewives of Salt Lake City (TV Program)', 'rank': 18, 'major': 'N'}, {'name': 'creative_works', 'value': 'Vanderpump Rules (TV Program)', 'rank': 19, 'major': 'N'}]","Reality television didn’t just entertain us this year — it opened up some important conversations about ethical concerns, the rights of participants and the virtuous circle between TV and TikTok. We’ve gathered the moments in 2024 that revealed where reality TV is going.",2024-12-23T10:00:38Z
2024-12-17 13:00:05+00:00,"{'main': 'How to Repair the Planet? One Answer Might Be Hiding in Plain Sight.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Holistic Concept to Save the Planet', 'name': None, 'seo': None, 'sub': None}","We tend to look at environmental problems in isolation. A holistic approach would be more effective, a new report says.","[{'name': 'organizations', 'value': 'Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biodiversity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Environment', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Water', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Greenhouse Gas Emissions', 'rank': 9, 'major': 'N'}]","Sometimes, human needs can make problems like climate change and biodiversity collapse seem insurmountable. The world still relies on fossil fuels that are dangerously heating the planet. People need to eat, but agriculture is a top driver of biodiversity loss.",2024-12-17T13:00:05Z
2024-12-15 18:21:17+00:00,"{'main': 'Graham Says Hegseth Plans to Release Accuser From Confidential Agreement', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hegseth to Let Accuser Talk, Graham Says', 'name': None, 'seo': None, 'sub': None}","Senator Lindsey Graham said that Pete Hegseth, President-elect Donald Trump’s defense secretary pick, promised to release his accuser from a settlement that his lawyer has said was already breached.","[{'name': 'subject', 'value': 'Presidential Transition (US)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Graham, Lindsey', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Hegseth, Pete', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 9, 'major': 'N'}]","Pete Hegseth, President-elect Donald J. Trump’s pick to lead the Defense Department, told Senator Lindsey Graham of South Carolina that he planned to release the woman who accused him of sexual assault from a confidential settlement agreement, Mr. Graham said on Sunday.",2024-12-15T18:21:17Z
2024-12-13 17:01:10+00:00,"{'main': 'Blinken Discusses Syria’s Future on Unannounced Visit to Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Secretary of State Antony J. Blinken said he talked with Iraq’s prime minister about the situation in Syria, including efforts to encourage Syria to transition to an inclusive, non-sectarian government.","[{'name': 'organizations', 'value': 'State Department', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Blinken, Antony J', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}]","Secretary of State Antony J. Blinken said he talked with Iraq’s prime minister about the situation in Syria, including efforts to encourage Syria to transition to an inclusive, non-sectarian government.",2024-12-13T17:01:10Z
2024-12-01 06:00:02+00:00,"{'main': 'Running Away From Trump’s America Is Complicated. I Should Know.', 'kicker': 'Guest Essay', 'content_kicker': None, 'print_headline': 'Running Away From America Is Not So Easy', 'name': None, 'seo': None, 'sub': None}","For Americans declaring they want to leave a Trump-led America, the best approach is to understand what you are running to, not from.","[{'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Americans Abroad', 'rank': 5, 'major': 'N'}]","In the wake of Donald Trump’s sweeping victory, liberals are once again making the same anguished declaration whenever a Republican wins the presidency, at least in recent decades: It’s time to flee the country.",2024-12-01T06:00:02Z
2024-12-13 10:04:24+00:00,"{'main': 'Should You Be Able to Copyright a Vibe?', 'kicker': 'Student Opinion', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",One influencer has accused another of copying her aesthetic on social media. Should stealing someone’s vibe be against the law?,[],"Have you ever scrolled through Instagram or TikTok and seen two creators whose content looks nearly identical? They have the same look, are wearing the same outfit, are striking the same pose. In short, they have the same vibe.",2024-12-13T10:04:24Z
2024-12-22 10:59:23+00:00,"{'main': 'Germany Tries to Untangle Complex Profile of Market Attack Suspect', 'kicker': None, 'content_kicker': None, 'print_headline': 'Attack Suspect Displays Profile Hard To Decode', 'name': None, 'seo': None, 'sub': None}","The authorities said they were struggling to understand the motives behind ramming a car into a Christmas market in the eastern city of Magdeburg, which left a 9-year-old boy among the five dead.","[{'name': 'subject', 'value': 'Magdeburg, Germany, Christmas Market Attack (2024)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Street Fairs and Festivals', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Germany', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Magdeburg (Germany)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Hit-and-Run Drivers', 'rank': 7, 'major': 'N'}]","A frequent critic on social media of the German government, as well as of radical Islam. A reclusive neighbor who appeared to live most of his life on the internet. A man whose extreme political postings online prompted an alert to Germany from Saudi Arabia.",2024-12-22T10:59:23Z
2024-12-12 23:04:43+00:00,"{'main': 'YouTube TV Raises Monthly Charge 14 Percent, to $82.99', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The increase is the latest for the streaming service, which debuted in 2017 at $35 a month. The company blamed “rising content costs.”","[{'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Video Recordings, Downloads and Streaming', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'YouTube.com', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Hulu.com', 'rank': 5, 'major': 'N'}]",YouTube TV is becoming more expensive — again.,2024-12-12T23:04:43Z
2024-12-11 10:02:17+00:00,"{'main': 'Sticky Toffee Pudding Is the Best Low-Stress Holiday Dessert', 'kicker': None, 'content_kicker': None, 'print_headline': 'Sweet Deal: Let This Self-saucing Twist On Sticky Toffee Pudding Take Some Stress Out Of The Holidays.', 'name': None, 'seo': None, 'sub': None}",Time is precious. Let this treat do some of the work.,"[{'name': 'subject', 'value': 'Pudding', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Holidays and Special Occasions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Desserts', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recipes', 'rank': 4, 'major': 'N'}]","Remaining festive over the festive season can require a game plan. Contrary to what rom-coms might suggest, making the good times roll is not always a lark. The expectations of kids to be surprised, the traditions of extended family and their need to be delighted, the pressures of the season more generally: Accommodating all these can be a lot.",2024-12-11T10:02:17Z
2024-12-20 19:19:04+00:00,"{'main': 'French Court Convicts 8 People Tied to Events That Led to Teacher’s Killing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",Samuel Paty was beheaded in 2020 by an Islamist extremist after showing caricatures of the Prophet Muhammad to his students to illustrate free speech.,"[{'name': 'glocations', 'value': 'France', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Paty, Samuel (1973-2020)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Anzorov, Abdoullakh (d 2020)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Paris (France)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Rumors and Misinformation', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Video Recordings, Downloads and Streaming', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Mohammed, The Prophet of Islam', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Charlie Hebdo', 'rank': 13, 'major': 'N'}]","A Paris court on Friday convicted eight people for their roles in the events that led to the killing of Samuel Paty, a history teacher whose stabbing and decapitation by an Islamist terrorist in 2020 deeply shocked France.",2024-12-20T19:19:04Z
2024-12-13 07:21:08+00:00,"{'main': 'Time’s Person of the Year Doesn’t Surprise Late Night Hosts', 'kicker': 'Best of Late Night', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","“Trump is the first man in history to be Time’s person of the year and McDonald’s employee of the month,” Jimmy Fallon said on Thursday.","[{'name': 'subject', 'value': 'Television', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kimmel, Jimmy', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Fallon, Jimmy', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Jimmy Kimmel Live (TV Program)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Tonight Show (TV Program)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Late Show with Stephen Colbert (TV Program)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'Late Night with Seth Meyers (TV Program)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Meyers, Seth', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Colbert, Stephen', 'rank': 9, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Daily Show with Trevor Noah (TV Program)', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Kosta, Michael (1979- )', 'rank': 11, 'major': 'N'}]","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",2024-12-13T07:21:08Z
2024-12-31 10:01:07+00:00,"{'main': 'How Will We Eat in 2025? 9 Predictions to Chew On.', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Food forecasters see a year of offbeat choices: savory coffees, great convenience-store cuisine and sauces on everything.","[{'name': 'subject', 'value': 'Shopping and Retail', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 2, 'major': 'N'}]","If you want to understand what’s going to be big in food next year, ignore the fridgescaping and hot-honey espresso martinis. Instead, peer into the nation’s psyche.",2024-12-31T10:01:07Z
2024-12-29 08:00:21+00:00,"{'main': 'A Large Family Built Its Own Little Town. A Hurricane Killed 11 of Them.', 'kicker': None, 'content_kicker': None, 'print_headline': 'In a Town Where Everyone Is Family, a Storm’s Deadly Toll Is Felt by All', 'name': None, 'seo': None, 'sub': None}",The extended Craig family has suffered an unthinkable loss after landslides slammed into their North Carolina town during Hurricane Helene. The survivors are trying to move forward.,"[{'name': 'subject', 'value': 'Landslides and Mudslides', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hurricane Helene (2024)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Grief (Emotion)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Fairview (NC)', 'rank': 4, 'major': 'N'}]","For more than a century, the Craig family felt safe on their land in western North Carolina, where mountains covered in maple and hickory trees shielded them during storms.",2024-12-29T08:00:21Z
2024-12-20 21:47:08+00:00,"{'main': 'F.D.A. Approves Weight Loss Drug to Treat Obstructive Sleep Apnea', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",Zepbound is the first prescription drug approved specifically to treat the common condition.,"[{'name': 'subject', 'value': 'GLP-1 RAs (Drug)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'APNEA (SLEEP DISORDER)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 5, 'major': 'N'}]",The Food and Drug Administration on Friday approved the weight loss drug Zepbound to treat obstructive sleep apnea. It is the first prescription medication approved to treat the common sleep disorder.,2024-12-20T21:47:08Z
2024-12-04 16:42:59+00:00,"{'main': 'Georgia Tumbles Deeper Into Crisis as Government Detains Opposition Figures', 'kicker': None, 'content_kicker': None, 'print_headline': ' Opposition Leader Detained  As Georgia’s Crisis Seethes   ', 'name': None, 'seo': None, 'sub': None}","In a sign of a widening crackdown, security agents have searched the offices and homes of prominent activists and opposition leaders who are furious about the government’s position on Europe.","[{'name': 'glocations', 'value': 'Georgia (Georgian Republic)', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Tbilisi (Georgian Republic)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Political Prisoners', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 7, 'major': 'N'}]",Security agents arrested and roughly dragged away a leading member of Georgia’s political opposition in front of a scrum of journalists on Wednesday as the country plunged deeper into political crisis.,2024-12-04T16:42:59Z
2024-12-16 19:46:57+00:00,"{'main': 'Read the Letter', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Adeel Mangi, who would have been the first Muslim American federal appellate court judge, wrote an angry letter to President Biden describing bigotry he faced in the confirmation process.","[{'name': 'persons', 'value': 'Mangi, Adeel Abdullah', 'rank': 1, 'major': 'N'}]","Adeel Mangi, who would have been the first Muslim American federal appellate court judge, wrote an angry letter to President Biden describing bigotry he faced in the confirmation process.",2024-12-16T19:46:57Z
2024-12-30 22:00:01+00:00,"{'main': 'Every Crossword Constructor Debut in 2024', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","This year, 88 constructors published their first crossword puzzle in The New York Times.","[{'name': 'subject', 'value': 'Crossword Puzzles', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Two Thousand Twenty Four', 'rank': 2, 'major': 'N'}]","Despite turning 82 this year, the New York Times Crossword is still full of new entries and new constructors. In the past four years, over 400 people have published their first puzzle in our pages — more than did so from 2009 to 2019. More people are solving the daily crossword than ever before, and some might argue that we’re in a crossword puzzle golden age.",2024-12-30T22:00:01Z
2024-12-06 10:04:05+00:00,"{'main': 'The ‘Chilling’ Fatal Shooting of a C.E.O. Has Business Leaders on Edge', 'kicker': None, 'content_kicker': None, 'print_headline': 'Executives Unnerved By Killing', 'name': None, 'seo': None, 'sub': None}","After Brian Thompson of UnitedHealthcare was killed in Manhattan, the phones at corporate security firms were “ringing off the hook.”","[{'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Threats and Threatening Messages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Security and Warning Systems', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Boards of Directors', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'UnitedHealth Group Inc', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Corporations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Brian (1974-2024)', 'rank': 8, 'major': 'N'}]","A Fortune 500 pharmaceutical company raised its drug prices, and then board members and executives received phone calls threatening violence. A health care company’s board meeting was disrupted after board members were targeted in “swatting” attacks that wrongly sent law enforcement officers to their homes.",2024-12-06T10:04:05Z
2024-12-31 12:00:05+00:00,"{'main': 'The Atlantic Beefs Up Politics Coverage Under Trump', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The magazine is recruiting from a crosstown rival, The Washington Post, to bolster its political staff.","[{'name': 'subject', 'value': 'News and News Media', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Newspapers', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Magazines', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Atlantic, The (Magazine)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Washington Post', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Buzbee, Sally', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Goldberg, Jeffrey', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Powell Jobs, Laurene', 'rank': 8, 'major': 'N'}]","As news organizations gear up to cover President-elect Donald J. Trump’s return to the White House, The Atlantic is going big to cover the story.",2024-12-31T12:00:05Z
2024-12-06 10:04:00+00:00,"{'main': 'Job Growth Rebounds With a Gain of 227,000 in November', 'kicker': None, 'content_kicker': None, 'print_headline': 'After a Drop, Job Numbers Do a U-Turn', 'name': None, 'seo': None, 'sub': None}",Hiring bounced back after disruptions from storms and a major strike.,"[{'name': 'subject', 'value': 'Labor and Jobs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hiring and Promotion', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Unemployment', 'rank': 4, 'major': 'N'}]","Job creation bounced back in November after disruptions from storms and a major strike, reinforcing a picture of modest employment expansion over the past several months.",2024-12-06T10:04:00Z
2024-12-19 15:21:10+00:00,"{'main': 'Could This 20-Year-Old Be One of the Democrats’ Bro Whisperers?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Could This Liberal 20-Year-Old Be a Democrat Bro Whisperer?', 'name': None, 'seo': None, 'sub': None}","Dean Withers argues online with right-wing stars like Charlie Kirk and Ben Shapiro. His goal? To reach their young, male followers.","[{'name': 'persons', 'value': 'Withers, Dean (2004- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Men and Boys', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Liberalism (US Politics)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Conservatism (US Politics)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Video Recordings, Downloads and Streaming', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Generation Z', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Youth', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 10, 'major': 'N'}]","In a YouTube video that was uploaded about a month before the election, a young, blond man in baggy jeans and a graphic T-shirt sits alone at the center of a circle of folding chairs.",2024-12-19T15:21:10Z
2024-12-02 18:49:43+00:00,"{'main': 'Supreme Court Hears Case on Flavored Vapes Popular With Teenagers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Supreme Court Hears Flavored Vapes Case', 'name': None, 'seo': None, 'sub': None}",The question for the justices was whether the Food and Drug Administration had acted lawfully in rejecting applications from makers of flavored liquids used in e-cigarettes.,"[{'name': 'subject', 'value': 'E-Cigarettes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nicotine', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Teenagers and Adolescence', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court (US)', 'rank': 6, 'major': 'N'}]","The Supreme Court heard arguments on Monday over whether the Food and Drug Administration had acted lawfully in rejecting applications from two manufacturers of flavored liquids used in e-cigarettes with names like Jimmy the Juice Man Peachy Strawberry, Signature Series Mom’s Pistachio and Suicide Bunny Mother’s Milk and Cookies.",2024-12-02T18:49:43Z
